year,department,value,activity
2021,Nariño,1155.29,Actividades inmobiliarias
2021,Norte de Santander,1354.55,Actividades inmobiliarias
2021,Putumayo,160.51,Actividades inmobiliarias
2021,Quindío,823.16,Actividades inmobiliarias
2021,Risaralda,1071.38,Actividades inmobiliarias
2021,"San Andrés, Providencia y Santa Catalina (Archipiélago)",64.29,Actividades inmobiliarias
2021,Santander,4539.77,Actividades inmobiliarias
2021,Sucre,422.87,Actividades inmobiliarias
2021,Tolima,1176.75,Actividades inmobiliarias
2021,Valle del Cauca,11641.52,Actividades inmobiliarias
2021,Vaupés,10.46,Actividades inmobiliarias
2021,Vichada,25.59,Actividades inmobiliarias
2021,Amazonas,2.45,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Antioquia,12203.01,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Arauca,21.12,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Atlántico,2936.01,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Bogotá D.C.,20891.42,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Bolívar,2226.86,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Boyacá,1105.11,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Caldas,1088.71,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Caquetá,113.1,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Casanare,155.28,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Cauca,1169.47,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Cesar,664.51,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Chocó,3.68,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Córdoba,1080.09,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Cundinamarca,3196.35,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Guainía,1.21,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Guaviare,2.47,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Huila,645.12,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,La Guajira,22.42,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Magdalena,426.63,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Meta,712.91,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Nariño,457.67,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Norte de Santander,522.01,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Putumayo,49.65,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Quindío,369.76,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Risaralda,1187.98,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,"San Andrés, Providencia y Santa Catalina (Archipiélago)",48.38,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Santander,2527.21,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Sucre,178.58,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Tolima,983.52,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Valle del Cauca,8169.72,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Vaupés,1.18,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Vichada,3.48,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo"
2021,Amazonas,229.58,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Antioquia,16394.82,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Arauca,791.81,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Atlántico,6620.74,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Bogotá D.C.,36484.99,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Bolívar,6074.4,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Boyacá,3427.74,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Caldas,2476.11,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Caquetá,1230.41,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Casanare,1193.75,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Cauca,3583.35,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Cesar,3004.62,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Chocó,1403.62,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Córdoba,4465.09,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Cundinamarca,6856.15,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Guainía,148.41,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Guaviare,296.91,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Huila,2943.16,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,La Guajira,2177.28,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Magdalena,3615.39,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Meta,2830.17,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Nariño,4056.79,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Norte de Santander,3661.45,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Putumayo,977.61,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Quindío,1414.66,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Risaralda,2580.09,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,"San Andrés, Providencia y Santa Catalina (Archipiélago)",214.04,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Santander,6270.4,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Sucre,2558.56,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Tolima,3555.65,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Valle del Cauca,12083.57,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Vaupés,134.63,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Vichada,223.21,Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales
2021,Amazonas,9.09,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Antioquia,3870.72,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Arauca,31.38,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Atlántico,1326.98,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Bogotá D.C.,12467.14,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Bolívar,592.74,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Boyacá,346.99,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Caldas,486.96,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Caquetá,84.62,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Casanare,68.35,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Cauca,294.85,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Cesar,180.58,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Chocó,46.9,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Córdoba,322.95,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Cundinamarca,670.77,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Guainía,3.6,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Guaviare,10.23,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Huila,424.98,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,La Guajira,168.08,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Magdalena,302.88,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Meta,230.46,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Nariño,412.4,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Norte de Santander,655.14,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Putumayo,74.25,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Quindío,221.0,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Risaralda,611.31,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,"San Andrés, Providencia y Santa Catalina (Archipiélago)",10.92,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Santander,900.05,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Sucre,247.39,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Tolima,465.03,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Valle del Cauca,2503.83,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Vaupés,3.07,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Vichada,6.16,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2021,Amazonas,32.16,Impuestos
2021,Antioquia,12790.25,Impuestos
2021,Arauca,123.73,Impuestos
2021,Atlántico,4137.67,Impuestos
2021,Bogotá D.C.,25884.51,Impuestos
2021,Bolívar,3929.95,Impuestos
2021,Boyacá,1831.33,Impuestos
2021,Caldas,1160.56,Impuestos
2021,Caquetá,187.26,Impuestos
2021,Casanare,544.52,Impuestos
2021,Cauca,1502.24,Impuestos
2021,Cesar,583.02,Impuestos
2021,Chocó,109.93,Impuestos
2021,Córdoba,985.34,Impuestos
2021,Cundinamarca,6135.75,Impuestos
2021,Guainía,11.28,Impuestos
2021,Guaviare,26.43,Impuestos
2021,Huila,869.26,Impuestos
2021,La Guajira,348.18,Impuestos
2021,Magdalena,643.63,Impuestos
2021,Meta,1266.66,Impuestos
2021,Nariño,737.86,Impuestos
2021,Norte de Santander,839.42,Impuestos
2021,Putumayo,115.97,Impuestos
2021,Quindío,437.07,Impuestos
2021,Risaralda,1300.21,Impuestos
2021,"San Andrés, Providencia y Santa Catalina (Archipiélago)",107.83,Impuestos
2021,Santander,10926.87,Impuestos
2021,Sucre,429.23,Impuestos
2021,Tolima,1384.69,Impuestos
2021,Valle del Cauca,9220.39,Impuestos
2021,Vaupés,7.69,Impuestos
2021,Vichada,15.81,Impuestos
2022,Magdalena,518.35,Industrias manufactureras
2022,Meta,801.3,Industrias manufactureras
2022,Nariño,381.74,Industrias manufactureras
2022,Norte de Santander,940.5,Industrias manufactureras
2022,Amazonas,123.73,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Antioquia,7323.54,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Arauca,949.49,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Atlántico,453.49,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Bogotá D.C.,13.64,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Bolívar,1570.51,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Boyacá,2530.04,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Caldas,1294.34,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Caquetá,564.84,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Casanare,1650.53,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Cauca,2038.55,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Cesar,1375.3,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Chocó,729.06,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Córdoba,1674.63,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Cundinamarca,7728.74,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Guainía,31.5,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Guaviare,158.41,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Huila,2540.47,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,La Guajira,408.42,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Magdalena,1699.38,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Meta,3418.09,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Nariño,2003.24,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Norte de Santander,1308.3,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Putumayo,204.95,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Quindío,1107.36,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Risaralda,908.14,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,"San Andrés, Providencia y Santa Catalina (Archipiélago)",18.05,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Santander,4606.67,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Sucre,762.02,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Tolima,2844.24,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Valle del Cauca,5246.41,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Vaupés,18.88,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Vichada,187.34,"Agricultura, ganadería, caza, silvicultura y pesca"
2022,Amazonas,0.86,Explotación de minas y canteras
2022,Antioquia,3239.37,Explotación de minas y canteras
2022,Arauca,1650.33,Explotación de minas y canteras
2022,Atlántico,107.66,Explotación de minas y canteras
2022,Bogotá D.C.,313.33,Explotación de minas y canteras
2022,Bolívar,644.87,Explotación de minas y canteras
2022,Boyacá,1419.28,Explotación de minas y canteras
2022,Caldas,189.07,Explotación de minas y canteras
2022,Caquetá,9.52,Explotación de minas y canteras
2022,Casanare,4819.37,Explotación de minas y canteras
2022,Cauca,92.8,Explotación de minas y canteras
2022,Cesar,4112.49,Explotación de minas y canteras
2022,Chocó,404.36,Explotación de minas y canteras
2022,Córdoba,342.27,Explotación de minas y canteras
2022,Cundinamarca,343.0,Explotación de minas y canteras
2022,Guainía,16.48,Explotación de minas y canteras
2022,Guaviare,2.31,Explotación de minas y canteras
2022,Huila,707.12,Explotación de minas y canteras
2022,La Guajira,2359.11,Explotación de minas y canteras
2022,Magdalena,49.33,Explotación de minas y canteras
2022,Meta,12786.5,Explotación de minas y canteras
2022,Nariño,80.5,Explotación de minas y canteras
2022,Norte de Santander,331.82,Explotación de minas y canteras
2022,Putumayo,807.06,Explotación de minas y canteras
2022,Quindío,21.29,Explotación de minas y canteras
2022,Risaralda,38.17,Explotación de minas y canteras
2022,"San Andrés, Providencia y Santa Catalina (Archipiélago)",0.86,Explotación de minas y canteras
2022,Santander,1643.64,Explotación de minas y canteras
2022,Sucre,50.36,Explotación de minas y canteras
2022,Tolima,462.42,Explotación de minas y canteras
2022,Valle del Cauca,91.38,Explotación de minas y canteras
2022,Vaupés,0.71,Explotación de minas y canteras
2022,Vichada,1.26,Explotación de minas y canteras
2022,Amazonas,13.27,Industrias manufactureras
2022,Antioquia,23436.52,Industrias manufactureras
2022,Arauca,142.99,Industrias manufactureras
2022,Atlántico,7297.62,Industrias manufactureras
2022,Bogotá D.C.,21661.2,Industrias manufactureras
2022,Bolívar,5777.85,Industrias manufactureras
2022,Boyacá,3169.55,Industrias manufactureras
2022,Caldas,2005.04,Industrias manufactureras
2022,Caquetá,105.16,Industrias manufactureras
2022,Casanare,387.52,Industrias manufactureras
2022,Cauca,2928.04,Industrias manufactureras
2022,Cesar,636.41,Industrias manufactureras
2022,Chocó,34.44,Industrias manufactureras
2022,Córdoba,1859.43,Industrias manufactureras
2022,Cundinamarca,12978.32,Industrias manufactureras
2022,Guainía,9.29,Industrias manufactureras
2022,Guaviare,13.38,Industrias manufactureras
2022,Huila,554.44,Industrias manufactureras
2022,La Guajira,59.88,Industrias manufactureras
2022,Putumayo,34.86,Industrias manufactureras
2022,Quindío,387.22,Industrias manufactureras
2022,Risaralda,2298.57,Industrias manufactureras
2022,"San Andrés, Providencia y Santa Catalina (Archipiélago)",18.91,Industrias manufactureras
2022,Santander,10681.92,Industrias manufactureras
2022,Sucre,618.61,Industrias manufactureras
2022,Tolima,1835.67,Industrias manufactureras
2022,Valle del Cauca,15808.18,Industrias manufactureras
2022,Vaupés,0.43,Industrias manufactureras
2022,Vichada,4.53,Industrias manufactureras
2022,Amazonas,18.75,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Antioquia,5968.73,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Arauca,34.83,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Atlántico,2698.53,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Bogotá D.C.,4403.73,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Bolívar,905.79,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Boyacá,1459.93,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Caldas,756.54,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Caquetá,26.97,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Casanare,230.69,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Cauca,424.74,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Cesar,344.21,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Chocó,33.97,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Córdoba,607.58,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Cundinamarca,3107.02,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Guainía,0.78,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Guaviare,4.89,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Huila,615.84,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,La Guajira,440.38,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2023,Norte de Santander,243.03,Información y comunicaciones
2022,Magdalena,210.83,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Meta,318.36,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Nariño,161.3,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Norte de Santander,333.82,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Putumayo,18.6,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Quindío,165.86,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Risaralda,328.86,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,"San Andrés, Providencia y Santa Catalina (Archipiélago)",25.19,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Santander,1239.02,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Sucre,153.92,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2022,Tolima,458.48,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
